partner_id,campaign_id,timestamp,ad_slot,clicks,impressions
PlayPals,PlayPals_camp_6,2024-04-22,slot_4,28,1043
Kidzsy,Kidzsy_camp_5,2024-04-05,slot_4,33,919
ZappyToys,ZappyToys_camp_2,2024-04-20,slot_9,43,988
BrightBlox,BrightBlox_camp_9,2024-04-13,slot_7,34,1026
MiniMax,MiniMax_camp_6,2024-04-09,slot_6,19,1035
MiniMax,MiniMax_camp_9,2024-04-24,slot_2,38,923
PlayPals,PlayPals_camp_9,2024-04-12,slot_7,45,993
ToonJoy,ToonJoy_camp_4,2024-04-15,slot_4,38,964
BrightBlox,BrightBlox_camp_8,2024-04-17,slot_2,19,1032
Kidzsy,Kidzsy_camp_6,2024-04-16,slot_8,39,970
ZappyToys,ZappyToys_camp_7,2024-04-18,slot_5,48,
ToonJoy,ToonJoy_camp_3,2024-04-20,slot_7,31,1010
ZappyToys,ZappyToys_camp_4,2024-04-20,slot_8,40,964
Funables,Funables_camp_10,2024-04-25,slot_2,19,1049
MiniMax,MiniMax_camp_5,2024-04-13,slot_2,21,1023
ToonJoy,ToonJoy_camp_9,2024-04-21,slot_9,34,1032
ToonJoy,ToonJoy_camp_7,2024-04-10,slot_10,48,976
ZappyToys,ZappyToys_camp_6,2024-04-28,slot_2,21,
PlayPals,PlayPals_camp_2,2024-04-15,slot_8,58,1027
BrightBlox,BrightBlox_camp_9,2024-04-23,slot_10,25,1053
PlayPals,PlayPals_camp_6,2024-04-02,slot_1,38,971
MiniMax,MiniMax_camp_1,2024-04-01,slot_4,57,1007
MiniMax,MiniMax_camp_8,2024-04-17,slot_8,43,1016
ZappyToys,ZappyToys_camp_7,2024-04-25,slot_4,34,997
MiniMax,MiniMax_camp_2,2024-04-22,slot_9,33,966
Kidzsy,Kidzsy_camp_7,2024-04-03,slot_6,49,944
BrightBlox,BrightBlox_camp_1,2024-04-27,slot_7,24,
Kidzsy,Kidzsy_camp_2,2024-04-18,slot_6,25,1022
ToonJoy,ToonJoy_camp_5,2024-04-12,slot_8,31,947
BrightBlox,BrightBlox_camp_1,2024-04-23,slot_2,34,
Funables,Funables_camp_2,2024-04-28,slot_6,48,953
BrightBlox,BrightBlox_camp_2,2024-04-27,slot_10,53,985
ToonJoy,ToonJoy_camp_5,2024-04-10,slot_5,44,1007
Kidzsy,Kidzsy_camp_8,2024-04-15,slot_6,33,N/A
BrightBlox,BrightBlox_camp_2,2024-04-04,slot_1,44,995
Kidzsy,Kidzsy_camp_8,2024-04-30,slot_7,23,1033
Funables,Funables_camp_4,2024-04-03,slot_7,52,1009
ToonJoy,ToonJoy_camp_2,2024-04-30,slot_5,39,967
MiniMax,MiniMax_camp_7,2024-04-14,slot_1,27,1003
ZappyToys,ZappyToys_camp_8,2024-04-29,slot_6,24,962
BrightBlox,BrightBlox_camp_7,2024-04-10,slot_8,64,1010
BrightBlox,BrightBlox_camp_4,2024-04-12,slot_3,20,1017
Funables,Funables_camp_2,2024-04-09,slot_7,26,1025
ZappyToys,ZappyToys_camp_7,2024-04-16,slot_5,49,1019
Kidzsy,Kidzsy_camp_5,2024-04-28,slot_5,29,1010
ToonJoy,ToonJoy_camp_4,2024-04-10,slot_5,36,1011
Funables,Funables_camp_1,2024-04-09,slot_5,36,997
ZappyToys,ZappyToys_camp_2,2024-04-23,slot_3,53,1009
ToonJoy,ToonJoy_camp_8,2024-04-14,slot_2,null,975
PlayPals,PlayPals_camp_10,2024-04-30,slot_3,30,N/A
ToonJoy,ToonJoy_camp_7,2024-04-09,slot_9,18,983
ZappyToys,ZappyToys_camp_3,2024-04-04,slot_4,32,994
MiniMax,MiniMax_camp_7,2024-04-15,slot_9,19,999
ZappyToys,ZappyToys_camp_1,2024-04-24,slot_4,60,1013
BrightBlox,BrightBlox_camp_2,2024-04-11,slot_5,29,
BrightBlox,BrightBlox_camp_2,2024-04-26,slot_10,51,
MiniMax,MiniMax_camp_7,2024-04-04,slot_10,34,995
BrightBlox,BrightBlox_camp_10,2024-04-20,slot_2,25,
Kidzsy,Kidzsy_camp_2,2024-04-12,slot_3,15,956
ZappyToys,ZappyToys_camp_2,2024-04-24,slot_4,24,992
Funables,Funables_camp_1,2024-04-07,slot_5,22,989
BrightBlox,BrightBlox_camp_5,2024-04-13,slot_7,37,961
PlayPals,PlayPals_camp_6,2024-04-24,slot_1,37,
MiniMax,MiniMax_camp_3,2024-04-10,slot_6,43,1046
MiniMax,MiniMax_camp_7,2024-04-01,slot_1,29,1011
PlayPals,PlayPals_camp_6,2024-04-02,slot_3,31,1002
BrightBlox,BrightBlox_camp_1,2024-04-13,slot_7,50,1002
ZappyToys,ZappyToys_camp_1,2024-04-25,slot_3,42,1040
MiniMax,MiniMax_camp_9,2024-04-11,slot_7,44,992
Funables,Funables_camp_4,2024-04-02,slot_2,32,1007
Funables,Funables_camp_5,2024-04-28,slot_4,28,1031
MiniMax,MiniMax_camp_3,2024-04-12,slot_3,20,1003
ToonJoy,ToonJoy_camp_7,2024-04-16,slot_8,32,1040
BrightBlox,BrightBlox_camp_6,2024-04-09,slot_4,46,1019
Kidzsy,Kidzsy_camp_10,2024-04-22,slot_10,19,1030
BrightBlox,BrightBlox_camp_10,2024-04-04,slot_1,33,976
m1n1m@x,MiniMax_camp_2,2024-04-01,slot_8,37,
Kidzsy,Kidzsy_camp_10,2024-04-14,slot_9,48,965
Kidzsy,Kidzsy_camp_9,2024-04-02,slot_2,37,1064
MiniMax,MiniMax_camp_9,2024-04-10,slot_7,40,1003
Kidzsy,Kidzsy_camp_10,2024-04-20,slot_9,40,1019
Funables,Funables_camp_2,2024-04-29,slot_4,49,1019
PlayPals,PlayPals_camp_5,2024-04-01,slot_2,53,1049
ToonJoy,ToonJoy_camp_8,2024-04-21,slot_5,48,952
ToonJoy,ToonJoy_camp_3,2024-04-15,slot_9,20,1071
ToonJoy,ToonJoy_camp_8,2024-04-17,slot_4,33,969
BrightBlox,BrightBlox_camp_5,2024-04-18,slot_10,49,1004
PlayPals,PlayPals_camp_8,2024-04-21,slot_1,33,976
BrightBlox,BrightBlox_camp_5,2024-04-04,slot_2,29,1013
BrightBlox,BrightBlox_camp_4,2024-04-19,slot_10,25,993
PlayPals,PlayPals_camp_6,2024-04-01,slot_4,47,999
MiniMax,MiniMax_camp_2,2024-04-21,slot_5,35,976
PlayPals,PlayPals_camp_3,2024-04-12,slot_9,null,965
Funables,Funables_camp_5,2024-04-13,slot_1,40,988
MiniMax,MiniMax_camp_6,2024-04-03,slot_8,42,1110
Funables,Funables_camp_2,2024-04-19,slot_6,51,975
ToonJoy,ToonJoy_camp_10,2024-04-21,slot_1,41,
PlayPals,PlayPals_camp_8,2024-04-05,slot_2,41,1023
BrightBlox,BrightBlox_camp_4,2024-04-13,slot_1,28,952
MiniMax,MiniMax_camp_9,2024-04-20,slot_7,34,978
Funables,Funables_camp_6,2024-04-23,slot_2,21,
Kidzsy,Kidzsy_camp_1,2024-04-03,slot_3,30,979
PlayPals,PlayPals_camp_2,2024-04-05,slot_2,33,974
ToonJoy,ToonJoy_camp_8,2024-04-23,slot_2,30,935
Funables,Funables_camp_10,2024-04-12,slot_7,32,946
MiniMax,MiniMax_camp_7,2024-04-02,slot_5,25,980
Funables,Funables_camp_8,2024-04-03,slot_7,37,1025
PlayPals,PlayPals_camp_2,2024-04-05,slot_7,46,N/A
PlayPals,PlayPals_camp_4,2024-04-07,slot_1,21,997
MiniMax,MiniMax_camp_1,2024-04-10,slot_9,47,1010
Funables,Funables_camp_7,23/04/2024,slot_6,45,969
ToonJoy,ToonJoy_camp_9,2024-04-25,slot_4,49,
Kidzsy,Kidzsy_camp_1,2024-04-22,slot_2,44,1003
ToonJoy,ToonJoy_camp_2,2024-04-10,slot_8,41,1037
ZappyToys,ZappyToys_camp_2,2024-04-28,slot_1,42,989
Funables,Funables_camp_8,2024-04-12,slot_4,28,1031
BrightBlox,BrightBlox_camp_8,2024-04-15,slot_3,38,1027
PlayPals,PlayPals_camp_8,2024-04-15,slot_8,38,1034
MiniMax,MiniMax_camp_4,2024-04-17,slot_9,28,1017
Funables,Funables_camp_8,2024-04-10,slot_6,30,1011
Kidzsy,Kidzsy_camp_9,2024-04-08,slot_1,38,1025
PlayPals,PlayPals_camp_8,2024-04-02,slot_6,31,1024
MiniMax,MiniMax_camp_1,2024-04-05,slot_6,45,1040
BrightBlox,BrightBlox_camp_6,2024-04-02,slot_2,30,971
MiniMax,MiniMax_camp_10,2024-04-23,slot_10,44,949
ToonJoy,ToonJoy_camp_2,2024-04-08,slot_6,37,1037
PlayPals,PlayPals_camp_2,2024-04-14,slot_9,29,1035
ZappyToys,ZappyToys_camp_8,2024-04-25,slot_6,null,974
ZappyToys,ZappyToys_camp_6,2024-04-01,slot_5,53,1045
Funables,Funables_camp_3,2024-04-22,slot_4,41,1038
ZappyToys,ZappyToys_camp_7,2024-04-15,slot_10,20,953
Kidzsy,Kidzsy_camp_9,2024-04-01,slot_3,45,1013
Kidzsy,Kidzsy_camp_7,2024-04-02,slot_8,33,1054
PlayPals,PlayPals_camp_6,2024-04-27,slot_9,30,982
MiniMax,MiniMax_camp_6,2024-04-15,slot_7,25,1004
PlayPals,PlayPals_camp_8,2024-04-08,slot_2,39,1016
Kidzsy,Kidzsy_camp_2,2024-04-01,slot_5,30,989
BrightBlox,BrightBlox_camp_6,2024-04-24,slot_10,39,987
PlayPals,PlayPals_camp_5,2024-04-09,slot_9,46,
Kidzsy,Kidzsy_camp_1,2024-04-13,slot_5,38,1006
ToonJoy,ToonJoy_camp_3,2024-04-15,slot_1,15,
BrightBlox,BrightBlox_camp_7,2024-04-16,slot_3,33,967
PlayPals,PlayPals_camp_9,2024-04-06,slot_8,55,
MiniMax,MiniMax_camp_3,2024-04-10,slot_9,26,1006
Funables,Funables_camp_9,2024-04-15,slot_4,31,1032
Kidzsy,Kidzsy_camp_7,2024-04-19,slot_3,28,980
BrightBlox,BrightBlox_camp_8,2024-04-19,slot_6,40,970
Funables,Funables_camp_2,20/04/2024,slot_8,44,967
ToonJoy,ToonJoy_camp_8,2024-04-10,slot_4,36,
ToonJoy,ToonJoy_camp_2,2024-04-21,slot_10,48,962
Kidzsy,Kidzsy_camp_3,2024-04-09,slot_1,42,953
MiniMax,MiniMax_camp_2,2024-04-01,slot_10,31,987
MiniMax,MiniMax_camp_7,2024-04-03,slot_8,50,992
ZappyToys,ZappyToys_camp_5,2024-04-15,slot_4,26,1047
ToonJoy,ToonJoy_camp_5,2024-04-17,slot_4,40,1040
ZappyToys,ZappyToys_camp_4,2024-04-08,slot_2,31,928
BrightBlox,BrightBlox_camp_10,2024-04-09,slot_2,37,1013
ZappyToys,ZappyToys_camp_4,2024-04-08,slot_10,23,1013
ZappyToys,ZappyToys_camp_7,2024-04-18,slot_3,28,1019
PlayPals,PlayPals_camp_8,2024-04-17,slot_8,40,935
ZappyToys,ZappyToys_camp_4,2024-04-14,slot_2,33,1009
MiniMax,MiniMax_camp_3,2024-04-15,slot_2,42,1007
Kidzsy,Kidzsy_camp_1,2024-04-05,slot_8,43,982
ToonJoy,ToonJoy_camp_8,2024-04-05,slot_5,23,982
Kidzsy,Kidzsy_camp_5,2024-04-07,slot_1,52,
ToonJoy,ToonJoy_camp_5,2024-04-09,slot_10,34,N/A
BrightBlox,BrightBlox_camp_3,2024-04-12,slot_7,39,1031
MiniMax,MiniMax_camp_3,2024-04-04,slot_2,35,1022
BrightBlox,BrightBlox_camp_7,2024-04-21,slot_7,20,1000
toonjoy,ToonJoy_camp_9,2024-04-01,slot_7,32,1012
ZappyToys,ZappyToys_camp_5,2024-04-16,slot_7,23,1016
BrightBlox,BrightBlox_camp_5,2024-04-23,slot_1,20,1018
ZappyToys,ZappyToys_camp_1,2024-04-12,slot_2,44,1007
BrightBlox,BrightBlox_camp_1,2024-04-07,slot_9,46,1016
MiniMax,MiniMax_camp_10,2024-04-13,slot_2,16,965
ToonJoy,ToonJoy_camp_8,2024-04-16,slot_1,47,1010
Funables,Funables_camp_5,2024-04-15,slot_4,27,996
Funables,Funables_camp_9,01/04/2024,slot_5,null,977
Funables,Funables_camp_5,2024-04-09,slot_2,33,1005
PlayPals,PlayPals_camp_6,2024-04-23,slot_10,51,1010
ToonJoy,ToonJoy_camp_10,2024-04-09,slot_4,30,1006
Funables,Funables_camp_3,2024-04-07,slot_3,58,997
BrightBlox,BrightBlox_camp_5,2024-04-10,slot_6,33,966
ZappyToys,ZappyToys_camp_10,2024-04-02,slot_10,28,1010
MiniMax,MiniMax_camp_1,2024-04-20,slot_6,27,969
PlayPals,PlayPals_camp_6,2024-04-11,slot_5,,983
ToonJoy,ToonJoy_camp_7,2024-04-10,slot_9,42,986
ZappyToys,ZappyToys_camp_6,2024-04-25,slot_3,26,1026
PlayPals,PlayPals_camp_2,2024-04-24,slot_9,59,1047
Kidzsy,Kidzsy_camp_5,2024-04-02,slot_8,45,1013
ZappyToys,ZappyToys_camp_2,2024-04-21,slot_3,15,966
ToonJoy,ToonJoy_camp_1,2024-04-08,slot_2,40,983
Funables,Funables_camp_4,2024-04-28,slot_9,21,1039
BrightBlox,BrightBlox_camp_7,29/04/2024,slot_1,59,976
Kidzsy,Kidzsy_camp_8,2024-04-02,slot_7,48,1006
Funables,Funables_camp_10,2024-04-25,slot_8,33,1001
PlayPals,PlayPals_camp_8,2024-04-10,slot_6,40,979
ZappyToys,ZappyToys_camp_10,2024-04-02,slot_5,43,1020
MiniMax,MiniMax_camp_7,2024-04-28,slot_7,29,1050
MiniMax,MiniMax_camp_1,2024-04-26,slot_10,39,1019
ZappyToys,ZappyToys_camp_4,2024-04-16,slot_9,42,971
BrightBlox,BrightBlox_camp_4,2024-04-19,slot_5,41,985
ZappyToys,ZappyToys_camp_1,2024-04-27,slot_6,47,1050
BrightBlox,BrightBlox_camp_7,2024-04-22,slot_8,23,976
ZappyToys,ZappyToys_camp_1,2024-04-29,slot_7,47,977
Funables,Funables_camp_10,2024-04-13,slot_5,40,1067
Funables,Funables_camp_10,2024-04-12,slot_9,31,989
ZappyToys,ZappyToys_camp_7,2024-04-17,slot_6,23,1050
ToonJoy,ToonJoy_camp_6,2024-04-13,slot_5,38,1035
MiniMax,MiniMax_camp_5,2024-04-21,slot_10,31,1004
Funables,Funables_camp_2,2024-04-19,slot_7,37,1007
PlayPals,PlayPals_camp_7,2024-04-08,slot_1,55,1060
Funables,Funables_camp_10,2024-04-14,slot_8,50,N/A
PlayPals,PlayPals_camp_1,30/04/2024,slot_1,55,994
PlayPals,PlayPals_camp_9,2024-04-24,slot_9,30,996
BrightBlox,BrightBlox_camp_8,2024-04-08,slot_3,50,1012
MiniMax,MiniMax_camp_7,15/04/2024,slot_6,32,1021
ToonJoy,ToonJoy_camp_2,2024-04-24,slot_1,26,1015
ZappyToys,ZappyToys_camp_9,06/04/2024,slot_9,29,1027
ZappyToys,ZappyToys_camp_9,2024-04-14,slot_3,22,973
BrightBlox,BrightBlox_camp_4,2024-04-02,slot_9,25,996
Kidzsy,Kidzsy_camp_9,2024-04-02,slot_1,44,
ZappyToys,ZappyToys_camp_8,2024-04-07,slot_6,43,1018
Funables,Funables_camp_2,2024-04-21,slot_1,37,976
ToonJoy,ToonJoy_camp_4,2024-04-04,slot_10,39,1028
MiniMax,MiniMax_camp_3,2024-04-11,slot_8,28,979
Funables,Funables_camp_4,2024-04-26,slot_4,31,952
ToonJoy,ToonJoy_camp_10,2024-04-15,slot_7,58,976
ToonJoy,ToonJoy_camp_9,2024-04-16,slot_9,41,1033
ToonJoy,ToonJoy_camp_2,2024-04-27,slot_1,22,1062
ZappyToys,ZappyToys_camp_5,2024-04-21,slot_2,35,945
PlayPals,PlayPals_camp_6,2024-04-15,slot_3,29,N/A
Kidzsy,Kidzsy_camp_4,2024-04-05,slot_8,19,1040
ZappyToys,ZappyToys_camp_3,2024-04-03,slot_4,31,1008
BrightBlox,BrightBlox_camp_8,2024-04-25,slot_2,34,992
Funables,Funables_camp_5,2024-04-19,slot_9,59,1001
MiniMax,MiniMax_camp_3,2024-04-13,slot_10,27,976
MiniMax,MiniMax_camp_5,2024-04-16,slot_4,21,966
ZappyToys,ZappyToys_camp_6,2024-04-03,slot_1,28,1038
Kidzsy,Kidzsy_camp_3,2024-04-27,slot_4,39,1005
ToonJoy,ToonJoy_camp_10,2024-04-16,slot_9,40,993
ToonJoy,ToonJoy_camp_3,2024-04-21,slot_1,26,971
MiniMax,MiniMax_camp_8,2024-04-26,slot_1,31,953
Funables,Funables_camp_7,2024-04-03,slot_1,47,962
MiniMax,MiniMax_camp_7,2024-04-03,slot_7,27,
BrightBlox,BrightBlox_camp_2,2024-04-29,slot_5,49,1037
ZappyToys,ZappyToys_camp_9,2024-04-12,slot_3,40,1006
ToonJoy,ToonJoy_camp_5,2024-04-02,slot_1,35,993
ZappyToys,ZappyToys_camp_8,2024-04-21,slot_1,30,966
Kidzsy,Kidzsy_camp_2,2024-04-26,slot_3,50,1026
Kidzsy,Kidzsy_camp_8,2024-04-05,slot_8,19,971
BrightBlox,BrightBlox_camp_9,2024-04-27,slot_6,40,984
Funables,Funables_camp_5,2024-04-27,slot_2,34,1018
Funables,Funables_camp_8,2024-04-30,slot_10,24,1038
MiniMax,MiniMax_camp_6,2024-04-01,slot_3,46,982
ZappyToys,ZappyToys_camp_8,2024-04-07,slot_9,43,1015
BrightBlox,BrightBlox_camp_6,2024-04-03,slot_1,33,1028
BrightBlox,BrightBlox_camp_10,2024-04-13,slot_2,null,1010
Kidzsy,Kidzsy_camp_9,2024-04-06,slot_3,30,1000
Funables,Funables_camp_10,2024-04-01,slot_3,41,1016
PlayPals,PlayPals_camp_6,2024-04-01,slot_5,44,1003
Funables,Funables_camp_7,2024-04-29,slot_8,30,1030
ZappyToys,ZappyToys_camp_1,2024-04-25,slot_9,17,897
ZappyToys,ZappyToys_camp_7,2024-04-05,slot_4,40,1042
ToonJoy,ToonJoy_camp_3,2024-04-03,slot_6,25,995
Funables,Funables_camp_8,2024-04-02,slot_2,null,1065
Funables,Funables_camp_1,2024-04-01,slot_6,24,995
ToonJoy,ToonJoy_camp_1,2024-04-05,slot_1,32,
BrightBlox,BrightBlox_camp_2,2024-04-14,slot_2,29,1046
MiniMax,MiniMax_camp_6,2024-04-15,slot_10,,1010
ToonJoy,ToonJoy_camp_3,2024-04-13,slot_3,30,997
ToonJoy,ToonJoy_camp_8,2024-04-12,slot_5,43,1031
Kidzsy,Kidzsy_camp_6,2024-04-26,slot_6,28,1055
PlayPals,PlayPals_camp_5,2024-04-18,slot_2,27,1025
ToonJoy,ToonJoy_camp_7,2024-04-08,slot_8,28,1000
MiniMax,MiniMax_camp_10,2024-04-12,slot_4,35,970
Kidzsy,Kidzsy_camp_2,2024-04-24,slot_5,43,1010
BrightBlox,BrightBlox_camp_4,2024-04-25,slot_7,35,1016
ZappyToys,ZappyToys_camp_4,2024-04-25,slot_1,31,951
Kidzsy,Kidzsy_camp_6,2024-04-23,slot_5,42,987
Funables,Funables_camp_10,2024-04-21,slot_6,44,987
Funables,Funables_camp_9,2024-04-10,slot_6,33,964
Kidzsy,Kidzsy_camp_2,2024-04-09,slot_6,44,997
BrightBlox,BrightBlox_camp_9,2024-04-06,slot_6,17,969
BrightBlox,BrightBlox_camp_9,2024-04-15,slot_6,22,943
ZappyToys,ZappyToys_camp_5,2024-04-18,slot_6,58,1042
Funables,Funables_camp_6,2024-04-06,slot_9,32,1002
PlayPals,PlayPals_camp_4,2024-04-20,slot_8,18,987
ZappyToys,ZappyToys_camp_7,2024-04-11,slot_4,31,1029
ToonJoy,ToonJoy_camp_6,2024-04-02,slot_2,51,1042
PlayPals,PlayPals_camp_4,2024-04-22,slot_5,16,985
ToonJoy,ToonJoy_camp_4,2024-04-25,slot_1,45,997
Funables,Funables_camp_2,2024-04-24,slot_9,28,1025
ToonJoy,ToonJoy_camp_7,2024-04-22,slot_9,null,1036
ZappyToys,ZappyToys_camp_2,2024-04-03,slot_9,46,1001
PlayPals,PlayPals_camp_7,2024-04-11,slot_2,43,1016
BrightBlox,BrightBlox_camp_6,2024-04-10,slot_5,38,
MiniMax,MiniMax_camp_8,2024-04-04,slot_9,27,986
BrightBlox,BrightBlox_camp_8,2024-04-07,slot_7,42,970
Funables,Funables_camp_1,13/04/2024,slot_8,34,937
Funables,Funables_camp_10,2024-04-17,slot_4,24,994
BrightBlox,BrightBlox_camp_1,2024-04-19,slot_1,26,999
ZappyToys,ZappyToys_camp_1,06/04/2024,slot_1,50,979
ZappyToys,ZappyToys_camp_8,2024-04-26,slot_2,22,990
ZappyToys,ZappyToys_camp_9,2024-04-16,slot_1,41,969
PlayPals,PlayPals_camp_10,2024-04-25,slot_7,31,1017
ZappyToys,ZappyToys_camp_3,2024-04-01,slot_10,27,962
Funables,Funables_camp_1,02/04/2024,slot_9,26,1027
ToonJoy,ToonJoy_camp_6,2024-04-17,slot_6,24,1007
Kidzsy,Kidzsy_camp_5,2024-04-18,slot_2,28,
Funables,Funables_camp_3,2024-04-07,slot_10,24,976
PlayPals,PlayPals_camp_4,2024-04-29,slot_3,24,1014
BrightBlox,BrightBlox_camp_4,2024-04-09,slot_1,33,983
ToonJoy,ToonJoy_camp_10,2024-04-11,slot_5,36,1030
ToonJoy,ToonJoy_camp_7,2024-04-09,slot_3,41,966
ToonJoy,ToonJoy_camp_6,2024-04-25,slot_7,33,1042
ToonJoy,ToonJoy_camp_10,2024-04-07,slot_7,19,996
Kidzsy,Kidzsy_camp_1,2024-04-27,slot_7,34,1013
MiniMax,MiniMax_camp_7,2024-04-20,slot_8,40,976
ZappyToys,ZappyToys_camp_10,2024-04-30,slot_1,27,978
ZappyToys,ZappyToys_camp_8,2024-04-04,slot_6,20,967
Kidzsy,Kidzsy_camp_5,2024-04-23,slot_4,20,992
Kidzsy,Kidzsy_camp_1,2024-04-08,slot_5,32,1009
PlayPals,PlayPals_camp_8,2024-04-12,slot_5,19,1022
Kidzsy,Kidzsy_camp_9,2024-04-11,slot_6,37,1005
Kidzsy,Kidzsy_camp_2,2024-04-02,slot_2,45,990
ZappyToys,ZappyToys_camp_7,2024-04-03,slot_2,35,1043
MiniMax,MiniMax_camp_7,22/04/2024,slot_4,38,961
Kidzsy,Kidzsy_camp_5,2024-04-21,slot_1,32,1063
MiniMax,MiniMax_camp_6,2024-04-06,slot_6,18,991
Kidzsy,Kidzsy_camp_5,2024-04-23,slot_8,21,984
Funables,Funables_camp_7,2024-04-29,slot_10,27,1025
ToonJoy,ToonJoy_camp_5,2024-04-30,slot_9,28,966
Funables,Funables_camp_9,2024-04-14,slot_5,19,964
BrightBlox,BrightBlox_camp_4,2024-04-20,slot_10,37,949
Kidzsy,Kidzsy_camp_3,2024-04-17,slot_2,56,976
ToonJoy,ToonJoy_camp_2,2024-04-30,slot_9,22,965
Funables,Funables_camp_8,2024-04-28,slot_6,27,984
Funables,Funables_camp_4,2024-04-01,slot_8,39,1004
BrightBlox,BrightBlox_camp_8,2024-04-02,slot_5,28,1034
ToonJoy,ToonJoy_camp_4,2024-04-16,slot_5,23,1051
PlayPals,PlayPals_camp_3,2024-04-22,slot_3,24,978
ToonJoy,ToonJoy_camp_5,2024-04-09,slot_3,32,1074
PlayPals,PlayPals_camp_3,2024-04-21,slot_4,null,966
Kidzsy,Kidzsy_camp_1,2024-04-13,slot_2,32,952
ZappyToys,ZappyToys_camp_3,2024-04-09,slot_7,26,950
Funables,Funables_camp_10,2024-04-17,slot_6,22,N/A
ZappyToys,ZappyToys_camp_5,2024-04-25,slot_3,31,1000
BrightBlox,BrightBlox_camp_9,2024-04-25,slot_3,49,1006
BrightBlox,BrightBlox_camp_6,2024-04-21,slot_9,44,983
ToonJoy,ToonJoy_camp_2,2024-04-12,slot_7,,1029
ZappyToys,ZappyToys_camp_1,2024-04-02,slot_2,48,960
Kidzsy,Kidzsy_camp_8,2024-04-16,slot_6,,986
MiniMax,MiniMax_camp_3,2024-04-08,slot_8,20,1046
MiniMax,MiniMax_camp_4,2024-04-13,slot_2,37,1038
ZappyToys,ZappyToys_camp_10,2024-04-27,slot_1,32,969
ToonJoy,ToonJoy_camp_9,2024-04-07,slot_6,28,1008
ZappyToys,ZappyToys_camp_9,2024-04-02,slot_5,43,954
MiniMax,MiniMax_camp_3,2024-04-09,slot_10,39,1012
MiniMax,MiniMax_camp_1,2024-04-10,slot_8,35,
ToonJoy,ToonJoy_camp_5,2024-04-14,slot_4,45,988
ZappyToys,ZappyToys_camp_1,2024-04-21,slot_9,27,956
BrightBlox,BrightBlox_camp_8,2024-04-05,slot_10,19,1015
Funables,Funables_camp_4,2024-04-29,slot_10,35,1033
PlayPals,PlayPals_camp_2,2024-04-06,slot_2,39,971
MiniMax,MiniMax_camp_4,2024-04-26,slot_1,40,N/A
Kidzsy,Kidzsy_camp_6,2024-04-16,slot_7,52,981
BrightBlox,BrightBlox_camp_2,2024-04-25,slot_2,40,968
PlayPals,PlayPals_camp_3,2024-04-18,slot_7,16,950
Funables,Funables_camp_10,2024-04-20,slot_4,31,1050
Funables,Funables_camp_2,2024-04-02,slot_7,,958
ZappyToys,ZappyToys_camp_3,2024-04-10,slot_10,36,N/A
Funables,Funables_camp_10,2024-04-16,slot_10,42,954
ToonJoy,ToonJoy_camp_10,2024-04-22,slot_4,24,984
PlayPals,PlayPals_camp_8,2024-04-02,slot_3,14,1013
ToonJoy,ToonJoy_camp_4,2024-04-30,slot_4,54,990
PlayPals,PlayPals_camp_2,2024-04-21,slot_4,null,1067
MiniMax,MiniMax_camp_6,2024-04-01,slot_5,30,1002
PlayPals,PlayPals_camp_9,2024-04-28,slot_7,27,978
ToonJoy,ToonJoy_camp_4,2024-04-03,slot_6,33,1026
Funables,Funables_camp_5,2024-04-29,slot_6,42,1039
MiniMax,MiniMax_camp_6,2024-04-13,slot_9,21,967
Kidzsy,Kidzsy_camp_5,2024-04-21,slot_9,51,1042
MiniMax,MiniMax_camp_6,2024-04-24,slot_9,43,989
Funables,Funables_camp_8,2024-04-03,slot_9,53,1023
ToonJoy,ToonJoy_camp_1,2024-04-11,slot_10,44,1054
PlayPals,PlayPals_camp_1,2024-04-12,slot_10,30,1005
ZappyToys,ZappyToys_camp_1,2024-04-05,slot_6,48,965
PlayPals,PlayPals_camp_8,2024-04-17,slot_6,14,928
BrightBlox,BrightBlox_camp_8,2024-04-13,slot_6,48,1006
MiniMax,MiniMax_camp_2,2024-04-01,slot_9,13,956
ToonJoy,ToonJoy_camp_9,2024-04-10,slot_2,30,1047
Funables,Funables_camp_4,2024-04-03,slot_5,41,959
Funables,Funables_camp_6,2024-04-29,slot_9,31,997
ToonJoy,ToonJoy_camp_9,2024-04-29,slot_2,31,994
BrightBlox,BrightBlox_camp_5,2024-04-13,slot_8,22,1064
BrightBlox,BrightBlox_camp_1,2024-04-07,slot_3,39,981
MiniMax,MiniMax_camp_8,2024-04-18,slot_1,40,1022
PlayPals,PlayPals_camp_3,2024-04-13,slot_1,48,971
PlayPals,PlayPals_camp_8,2024-04-16,slot_6,34,1028
Funables,Funables_camp_3,2024-04-29,slot_6,24,979
ToonJoy,ToonJoy_camp_2,2024-04-28,slot_9,61,1015
MiniMax,MiniMax_camp_5,2024-04-01,slot_1,41,1004
Kidzsy,Kidzsy_camp_3,2024-04-02,slot_1,39,987
MiniMax,MiniMax_camp_10,2024-04-19,slot_9,40,963
Kidzsy,Kidzsy_camp_2,2024-04-26,slot_4,23,933
MiniMax,MiniMax_camp_2,2024-04-06,slot_3,25,958
Funables,Funables_camp_8,2024-04-07,slot_10,20,957
MiniMax,MiniMax_camp_4,2024-04-18,slot_2,29,953
Funables,Funables_camp_3,2024-04-25,slot_9,36,1020
MiniMax,MiniMax_camp_7,2024-04-17,slot_10,49,1011
